id,level,word,meaning_en,full_entry,article,pos,plural,forms,examples,page
a1_0037,A1,"die Antwort, -en",the answers,"die Antwort, -en",die,noun,-en,,Er gibt leider keine Antwort.,10
a1_0038,A1,"die Anzeige, -n","the ad, -n","die Anzeige, -n",die,noun,-n,,Ich habe Ihre Anzeige in der Zeitung gelesen.,10
a1_0039,A1,(sich) anziehen,(to get dressed,(sich) anziehen,,verb,,,Ich muss mich noch anziehen.,10
a1_0040,A1,"das Apartment, -s","the apartment, -s","das Apartment, -s",das,noun,-s,,Wir haben ein Apartment gemietet.,10
a1_0041,A1,"der Apfel, -Ä","the apple, -Ä","der Apfel, -Ä",der,noun,-Ä,,Ein Pfund Äpfel bitte.,10
a1_0042,A1,der Appetit,the appetite,der Appetit,der,noun,,,Guten Appetit!,10
a1_0043,A1,arbeiten,work,arbeiten,,verb,,,Wo arbeiten Sie?,10
a1_0044,A1,"die Arbeit, -en","the work, -en","die Arbeit, -en",die,noun,-en,,Mein Bruder sucht Arbeit.,10
a1_0045,A1,arbeitslos,unemployed,arbeitslos,,word,,,"Es gibt bei uns viele Leute, die schon lange arbeitslos sind.",10
a1_0046,A1,"der Arbeitsplatz, -ä,","the workplace, etc","der Arbeitsplatz, -ä,",der,noun,"-ä,",,e An meinem Arbeitsplatz fehlt ein Drucker.,10
a1_0047,A1,"der Arm, -e",the poor,"der Arm, -e",der,noun,-e,,Mein Arm tut weh.,10
a1_0048,A1,"der Arzt, -Ä, e","the doctor, -Ä, e","der Arzt, -Ä, e",der,noun,"-Ä, e",,Morgen habe ich einen Termin bei meiner Ärztin.,10
a1_0049,A1,auch,also,auch,,word,,,Ich bin auch Spanier.,10
a1_0050,A1,auf,on,auf,,preposition,,,Die Kinder spielen auf der Straße. || Auf Wiedersehen. || Wie heißt das auf Deutsch?,10
a1_0051,A1,"die Aufgabe, -n","the task, -n","die Aufgabe, -n",die,noun,-n,,Das ist eine schwere Aufgabe.,10
a1_0052,A1,aufhören,stop,aufhören,,verb,,,Der Kurs hört in einer Woche auf. || Hier hört die Bahnhofstraße auf.,10
a1_0053,A1,auf sein,to be up,auf sein,,preposition,,,Du brauchst den Schlüssel nicht. || Die Wohnung ist auf.,10
a1_0054,A1,aufstehen,stand up,aufstehen,,verb,,,Ich muss immer um vier Uhr aufstehen. || Soll ich aufstehen?,10
a1_0055,A1,"der Aufzug, -ü, e","the elevator, -ü, e","der Aufzug, -ü, e",der,noun,"-ü, e",,In diesem Haus gibt es keinen Aufzug.,10
a1_0056,A1,"das Auge, -n","the eye, -n","das Auge, -n",das,noun,-n,,Er hat blaue Augen.,10
a1_0057,A1,aus,out of,aus,,preposition,,,Er kommt aus Brasilien.,10
a1_0058,A1,der Ausflug,the excursion,der Ausflug,der,noun,,,Morgen machen wir einen Ausflug nach Heidelberg.,10
a1_0059,A1,ausfüllen,fill out,ausfüllen,,verb,,,Füllen Sie bitte dieses Formular aus.,10
a1_0060,A1,der Ausgang,the exit,der Ausgang,der,noun,,,Wo ist der Ausgang?,10
a1_0061,A1,"die Auskunft, -ü, e","the information, -ü, e","die Auskunft, -ü, e",die,noun,"-ü, e",,Können Sie mir eine Auskunft geben?,10
a1_0062,A1,das Ausland,the foreign country,das Ausland,das,noun,,,Fahren Sie ins Ausland?,10
a1_0063,A1,"der Ausländer, -","the foreigner, -","der Ausländer, -",der,noun,-,,SInd Sie Ausländerin?,10
a1_0064,A1,ausländisch,foreign,ausländisch,,adjective,,,Leider habe ich nur ausländisches Geld.,10
a1_0065,A1,ausmachen,turn off,ausmachen,,verb,,,Mach bitte das Licht aus!,10
a1_0066,A1,"die Aussage, -n","the statement, -n","die Aussage, -n",die,noun,-n,,Ist die Aussage richtig oder falsch?,10
a1_0067,A1,aussehen,look,aussehen,,verb,,,Das sieht schön aus.,10
a1_0068,A1,aus sein,be off,aus sein,,preposition,,,Das Licht ist aus. || Die Schule ist aus.,10
a1_0069,A1,aussteigen,exit,aussteigen,,verb,,,Wo muss ich aussteigen?,10
a1_0070,A1,der Ausweis,the ID card,der Ausweis,der,noun,,,Hier ist mein Ausweis.,10
a1_0071,A1,(sich) ausziehen,(undress,(sich) ausziehen,,verb,,,"Zieh die Schuhe aus, bitte!",10
a1_0072,A1,"das Auto, -s","the car, -s","das Auto, -s",das,noun,-s,,Er kommt mit dem Auto.,10
a1_0073,A1,"die Autobahn, -en","the highway, -en","die Autobahn, -en",die,noun,-en,,Wo geht‘s hier bitte zur Autobahn?,10
a1_0074,A1,der Automat,the machine,der Automat,der,noun,,,Die Fahrkarten gibt es nur am Automaten.,10
a1_0075,A1,automatisch,automatically,automatisch,,adjective,,,Du musst nichts machen. || Das geht automatisch.,10
a1_0076,A1,213082_20_SV,213082_20_SV,213082_20_SV,,other,,,,10
a1_0077,A1,"das Baby, -s","the baby, -s","das Baby, -s",das,noun,-s,,Mein Kind ist noch ein Baby.,11
a1_0078,A1,die Bäckerei,the bakery,die Bäckerei,die,noun,,,Ich geh mal schnell zur Bäckerei.,11
a1_0079,A1,das Bad,the bathroom,das Bad,das,noun,,,Wir haben kein großes Bad.,11
a1_0080,A1,baden,bathe,baden,,verb,,,"Ich bade nicht so gern, ich dusche lieber.",11
a1_0081,A1,die Bahn,the train,die Bahn,die,noun,,,Wir fahren lieber mit der Bahn. || Ich nehme die nächste Bahn.,11
a1_0082,A1,der Bahnhof,the station,der Bahnhof,der,noun,,,Komme ich hier zum Bahnhof?,11
a1_0083,A1,der Bahnsteig,the platform,der Bahnsteig,der,noun,,,Auf welchem Bahnsteig fährt der Zug?,11
a1_0084,A1,bald,soon,bald,,adverb,,,Ich komme bald.,11
a1_0085,A1,der Balkon,the balcony,der Balkon,der,noun,,,Die Wohnung hat auch einen kleinen Balkon.,11
a1_0086,A1,"die Banane, -n","the banana, -n","die Banane, -n",die,noun,-n,,"Drei Bananen, bitte!",11
a1_0087,A1,die Bank,the Bank,die Bank,die,noun,,,Die Bank schließt schon um vier Uhr. || Er sitzt im Park auf einer Bank und liest.,11
a1_0088,A1,bar,bear,bar,,adjective,,,Muss ich bar zahlen oder geht‘s auch mit Karte?,11
a1_0089,A1,der Bauch,the stomach,der Bauch,der,noun,,,Seit gestern tut mir der Bauch weh.,11
a1_0090,A1,"der Baum, -ä, e","the tree, -ä, e","der Baum, -ä, e",der,noun,"-ä, e",,"Vorsicht, fahr nicht an den Baum!",11
a1_0091,A1,"der Beamte, -n","the official, -n","der Beamte, -n",der,noun,-n,,Fragen Sie die Beamtin an Schalter acht!,11
a1_0092,A1,bedeuten,mean,bedeuten,,verb,,,Was bedeutet das Wort?,11
a1_0093,A1,beginnen,start,beginnen,,verb,,,Das Spiel beginnt um 15.30 Uhr.,11
a1_0094,A1,bei,at,bei,,preposition,,,Offenbach liegt bei Frankfurt. || Ich wohne bei meinen Eltern. || Bei uns regnet es heute. || Er arbeitet bei der Polizei.,11
a1_0095,A1,beide,both,beide,,word,,,Beide Eltern arbeiten. || Wir kommen beide.,11
a1_0096,A1,"das Bein, -e","the leg, -e","das Bein, -e",das,noun,-e,,Mein rechtes Bein tut weh.,11
a1_0097,A1,"das Beispiel, -e","the example, -e","das Beispiel, -e",das,noun,-e,,Kannst du mir ein Beispiel sagen?,11
a1_0098,A1,zum Beispiel/z. B.,for example/e.g. b.,zum Beispiel/z. B.,,word,,,"Viele meiner Verwandten, z. || B. meine beiden Brüder, arbeiten auch hier.",11
a1_0099,A1,bekannt,known,bekannt,,word,,,Picasso ist sehr bekannt.,11
a1_0100,A1,"der/die Bekannte,",the acquaintance,"der/die Bekannte,",,word,,,-n Ein Bekannter von mir heißt Klaus.,11
a1_0101,A1,bekommen,receive,bekommen,,verb,,,Haben Sie meinen Brief bekommen? || Was bekommen Sie? || Dieses Medikament bekommen Sie in der Apotheke.,11
a1_0102,A1,benutzen,use,benutzen,,verb,,,Die Aufzüge bitte nicht benutzen!,11
a1_0103,A1,"der Beruf, -e","the profession, -e","der Beruf, -e",der,noun,-e,,Was sind Sie von Beruf? || Was ist Ihr Beruf?,11
a1_0104,A1,besetzt,occupied,besetzt,,word,,,Die Nummer ist immer besetzt. || Der Platz ist besetzt.,11
a1_0105,A1,besichtigen,view,besichtigen,,verb,,,Ich möchte gern den Dom besichtigen.,11
a1_0106,A1,besser,better,besser,,word,,,Es geht mir schon besser.,11
a1_0107,A1,best-,best-,best-,,word,,,Am besten treffen wir uns morgen.,11
a1_0108,A1,bestellen,order,bestellen,,verb,,,"Wir möchten bestellen, bitte. || Dieses Buch haben wir nicht – sollen wir es für Sie bestellen?",11
a1_0109,A1,besuchen,visit,besuchen,,verb,,,Darf ich dich besuchen?,11
a1_0110,A1,"das Bett, -en","the bed, -en","das Bett, -en",das,noun,-en,,Wir brauchen noch ein Kinderbett.,11
a1_0111,A1,bezahlen,pay,bezahlen,,verb,,,Wo muss ich bezahlen?,11
a1_0112,A1,das Bier,the beer,das Bier,das,noun,,,Noch ein Bier bitte.,11
a1_0113,A1,"das Bild, -er","the picture, -er","das Bild, -er",das,noun,-er,,Hast du ein Bild von deinem Sohn?,11
a1_0114,A1,213082_20_SV,213082_20_SV,213082_20_SV,,other,,,,11
a1_0115,A1,billig,cheap,billig,,adjective,,,Die Jacke kostet nur 10 Euro! || Die ist aber billig!,11
a1_0116,A1,"die Birne, -n","the pear, -n","die Birne, -n",die,noun,-n,,"Ein Kilo Birnen, bitte!",12
a1_0117,A1,bis,until,bis,,word,,,Ich fahre nur bis Stuttgart. || Ich warte bis morgen.,12
a1_0118,A1,bisschen,a little,bisschen,,verb,,,"Ich spreche Englisch, Französisch und ein bisschen Deutsch.",12
a1_0119,A1,bitte,please,bitte,,word,,,"Eine Tasse Kaffee, bitte! || Sprechen Sie bitte leise!",12
a1_0120,A1,"die Bitte, -n","the request, -n","die Bitte, -n",die,noun,-n,,Ich habe noch eine Bitte.,12
a1_0121,A1,bitten,ask,bitten,,verb,,,Darf ich Sie um etwas bitten?,12
a1_0122,A1,bitter,bitter,bitter,,word,,,Der Kaffee schmeckt bitter.,12
a1_0123,A1,bleiben,remain,bleiben,,verb,,,Ich bleibe heute zu Hause. || Wir bleiben nur bis morgen.,12
a1_0124,A1,"der Bleistift, -e","the pencil, -e","der Bleistift, -e",der,noun,-e,,Hast du einen Bleistift?,12
a1_0125,A1,der Blick,the view,der Blick,der,noun,,,Von diesem Hotel hat man einen guten Blick auf den Rhein.,12
a1_0126,A1,"die Blume, -n","die Blume, -n","die Blume, -n",die,noun,-n,,Gefallen dir die Blumen?,12
a1_0127,A1,der Bogen,the bow,der Bogen,der,noun,,,Schreiben Sie Ihre Lösungen bitte auf den Antwortbogen.,12
a1_0128,A1,böse,evil,böse,,word,,,Sie ist böse auf mich.,12
a1_0129,A1,brauchen,need,brauchen,,verb,,,Brauchst du die Zeitung noch?,12
a1_0130,A1,breit,broad,breit,,word,,,Wie breit ist der Schrank?,12
a1_0131,A1,"der Brief, -e","the letter, -e","der Brief, -e",der,noun,-e,,Haben Sie einen Brief für mich?,12
a1_0132,A1,"die Briefmarke, -n","the stamp, -n","die Briefmarke, -n",die,noun,-n,,Kaufst du bitte Briefmarken bei der Post.,12
a1_0133,A1,bringen,bring,bringen,,verb,,,Bringen Sie mir bitte noch einen Kaffee! || Wir müssen ihn zum Arzt bringen.,12
a1_0134,A1,"das Brot, -e","the bread, -e","das Brot, -e",das,noun,-e,,Haben Sie auch Weißbrot? || Nimm noch ein paar Brote für die Fahrt mit.,12
a1_0135,A1,"das Brötchen, –","the bread bun, -","das Brötchen, –",das,noun,–,,Möchtest du Brötchen zum Frühstück?,12
a1_0136,A1,"der Bruder, -ü","the brother, -ü","der Bruder, -ü",der,noun,-ü,,Sein Bruder arbeitet auch hier.,12
a1_0137,A1,"das Buch, -ü, er","the book, -ü, he","das Buch, -ü, er",das,noun,"-ü, er",,Gute Bücher sind oft sehr teuer. || In diesem Wörterbuch finden Sie mehr als 20.000 Wörter.,12
a1_0138,A1,"der Buchstabe, -n","the letter, -n","der Buchstabe, -n",der,noun,-n,,Diesen Buchstaben gibt es in meiner Sprache nicht.,12
a1_0139,A1,buchstabieren,spell,buchstabieren,,verb,,,Bitte buchstabieren Sie Ihren Namen.,12
a1_0140,A1,"der Bus, -se","the bus, -se","der Bus, -se",der,noun,-se,,Wann kommt der nächste Bus?,12
a1_0141,A1,die Butter,the butter,die Butter,die,noun,,,Für mich bitte ein Brötchen mit Butter und Käse.,12
a1_0142,A1,c,c,c,,word,,,,12
a1_0143,A1,"das Café, -s","the cafe, -s","das Café, -s",das,noun,-s,,Sollen wir uns im Café treffen?,12
a1_0144,A1,"die CD, -s","the CD, -s","die CD, -s",die,noun,-s,,Bring bitte deine Lieblings-CD mit.,12
a1_0145,A1,der Chef,the boss,der Chef,der,noun,,,Wir haben eine neue Chefin.,12
a1_0146,A1,circa/ca.,circa/approx.,circa/ca.,,word,,,Von Mainz nach Frankfurt sind es circa fünfzig Kilometer.,12
a1_0147,A1,"der Computer, –","the computer, -","der Computer, –",der,noun,–,,Wann bekommst du deinen neuen Computer?,12
a1_0148,A1,da,there,da,,conjunction,,,Da hinten ist er ja. || Wir sprechen gerade über Paul. || Da kommt er ja gerade. || Ich nehme das da. || Ist Herr Klein schon da?,12
a1_0149,A1,"die Dame, -n","the lady, -n","die Dame, -n",die,noun,-n,,Damen (an der Toilette),12
a1_0150,A1,213082_20_SV,213082_20_SV,213082_20_SV,,other,,,Sehr geehrte Damen und Herren!,12
a1_0151,A1,daneben,next to it,daneben,,verb,,,Du kennst doch die Post. || Daneben ist die Bank.,13
a1_0152,A1,danken,thank,danken,,verb,,,Ich danke Ihnen für die Einladung.,13
a1_0153,A1,der Dank,the thanks,der Dank,der,noun,,,Vielen Dank! || Herzlichen Dank!,13
a1_0154,A1,danke,Thanks,danke,,word,,,"Soll ich Ihnen helfen? || - Nein, danke!",13
a1_0155,A1,dann,then,dann,,word,,,"Ich muss noch schnell zur Post, dann komme ich.",13
a1_0156,A1,das Datum,the date,das Datum,das,noun,,,Bitte schreiben Sie noch das Datum auf das Formular.,13
a1_0157,A1,dauern,last,dauern,,verb,,,Wie lange dauert der Film?,13
a1_0158,A1,dein-,your-,dein-,,word,,,Ist das dein Auto? || Ist das deins?,13
a1_0159,A1,denn,because,denn,,conjunction,,,"Ich kann nicht kommen, denn ich bin krank.",13
a1_0160,A1,"der, die, das","the, the, that","der, die, das",,word,,,"Ich nehme das da. || Hier ist der Brief, den du suchst. || Die Fahrkarte bekommst du am Bahnhof.",13
a1_0161,A1,dich,you,dich,,word,,,Die Blumen sind für dich.,13
a1_0162,A1,dies-,this-,dies-,,word,,,Ich nehme lieber diesen Kuchen.,13
a1_0163,A1,dir,you,dir,,word,,,Gefallen dir die Blumen?,13
a1_0164,A1,die Disco,the disco,die Disco,die,noun,,,Heute abend gehen wir in die Disco tanzen.,13
a1_0165,A1,der Doktor,the doctor,der Doktor,der,noun,,,Meine Tochter ist krank. || Wir gehen zum Doktor.,13
a1_0166,A1,das Doppelzimmer,the double room,das Doppelzimmer,das,noun,,,Wollen Sie ein Doppelzimmer oder ein Einzelzimmer?,13
a1_0167,A1,"das Dorf, -ö, er","the village, -ö, he","das Dorf, -ö, er",das,noun,"-ö, er",,Meine Familie lebt in einem Dorf.,13
a1_0168,A1,"dort, -her, -hin","there, here, there","dort, -her, -hin",,adverb,,,Deine Tasche kannst du dorthin stellen. || Dort ist unser Haus.,13
a1_0169,A1,draußen,outside,draußen,,verb,,,Wollen wir draußen sitzen?,13
a1_0170,A1,drucken,press,drucken,,verb,,,Bitte drucke das Formular für mich.,13
a1_0171,A1,"der Drucker, –","the printer, –","der Drucker, –",der,noun,–,,Mein Drucker ist kaputt.,13
a1_0172,A1,drücken,press,drücken,,verb,,,"Drück hier, dann geht der Computer an.",13
a1_0173,A1,durch,through,durch,,preposition,,,Am besten gehen Sie durch die Breite Straße.,13
a1_0174,A1,"die Durchsage, -n","the announcement, -n","die Durchsage, -n",die,noun,-n,,Ich habe die Durchsage nicht verstanden.,13
a1_0175,A1,dürfen,may,dürfen,,verb,,,Sie dürfen hier nicht rauchen. || Darf ich Sie zu einem Kaffee einladen? || Es darf nicht mehr als 15 Euro kosten.,13
a1_0176,A1,der Durst,the thirst,der Durst,der,noun,,,Hast du etwas zu trinken? || Ich habe großen Durst.,13
a1_0177,A1,(sich) duschen,(take a shower,(sich) duschen,,verb,,,"Ich bade nicht so gern, ich dusche lieber.",13
a1_0178,A1,die Dusche,the shower,die Dusche,die,noun,,,Unsere Wohnung hat nur eine Dusche.,13
a1_0179,A1,e,e,e,,word,,,,13
a1_0180,A1,"die Ecke, -n","the corner, -n","die Ecke, -n",die,noun,-n,,An der nächsten Ecke links.,13
a1_0181,A1,"die Ehefrau, -en/","the wife, -en/","die Ehefrau, -en/",die,noun,-en/,,,13
a1_0182,A1,"der Ehemann, ä, er","the husband, er, he","der Ehemann, ä, er",der,noun,"ä, er",,Das ist mein (Ehe-) Mann/meine (Ehe-) Frau.,13
a1_0183,A1,"das Ei, -er","the egg, -er","das Ei, -er",das,noun,-er,,Möchtest du ein Ei zum Frühstück?,13
a1_0184,A1,eilig,hurry,eilig,,adjective,,,Hast du es eilig?,13
a1_0185,A1,ein-,a-,ein-,,word,,,"Ich nehme ein Bier. || Willst du auch eins? || Ist hier einer, der das kann?",13
a1_0186,A1,einfach,simply,einfach,,word,,,"Die Prüfung ist ganz einfach. || Hin und zurück? || – Nein, bitte nur einfach. || Ich brauche nur ein einfaches Zimmer.",13
a1_0187,A1,der Eingang,the entrance,der Eingang,der,noun,,,Der Eingang ist um die Ecke.,13
a1_0188,A1,einkaufen,shopping,einkaufen,,verb,,,Ich muss noch für morgen einkaufen.,13
a1_0189,A1,einladen,invite,einladen,,verb,,,Darf ich Sie zu einem Kaffee einladen?,13
a1_0190,A1,213082_20_SV,213082_20_SV,213082_20_SV,,other,,,,13
a1_0191,A1,die Einladung,the invitation,die Einladung,die,noun,,,Danke für die Einladung!,13
a1_0192,A1,einmal,once,einmal,,word,,,Diese Prüfung mache ich nicht noch einmal.,14
a1_0193,A1,einsteigen,get in,einsteigen,,verb,,,"Schnell, steig ein, der Zug fährt gleich.",14
a1_0194,A1,der Eintritt,the entry,der Eintritt,der,noun,,,Der Preis für den Eintritt ist 5 Euro.,14
a1_0195,A1,das Einzelzimmer,the single room,das Einzelzimmer,das,noun,,,Haben Sie noch ein Einzelzimmer?,14
a1_0196,A1,die Eltern (pl.),the parents (pl.),die Eltern (pl.),die,noun,,,Meine Eltern leben in Spanien.,14
a1_0197,A1,"die E-Mail, -s","the email, -s","die E-Mail, -s",die,noun,-s,,Ich habe Ihre E-Mail nicht bekommen.,14
a1_0198,A1,"der Empfänger, –","the recipient, –","der Empfänger, –",der,noun,–,,"Auf dem Brief steht dein Name, also bist du der Empfänger.",14
a1_0199,A1,empfehlen,recommend,empfehlen,,verb,,,Welchen Wein können Sie mir empfehlen?,14
a1_0200,A1,enden,end,enden,,verb,,,Die Straße endet hier.,14
a1_0201,A1,das Ende,the end,das Ende,das,noun,,,Sie wohnt am Ende der Straße. || Er bekommt sein Geld am Ende des Monats.,14
a1_0202,A1,entschuldigen,excuse,entschuldigen,,verb,,,Entschuldigen Sie bitte!,14
a1_0203,A1,die Entschuldigung,the apology,die Entschuldigung,die,noun,,,Entschuldigung! || – Bitte.,14
a1_0204,A1,er,he,er,,word,,,Er heißt Ali.,14
a1_0205,A1,"das Ergebnis, -se","the result, -se","das Ergebnis, -se",das,noun,-se,,Das Ergebnis des Tests bekommen Sie in zwei Wochen.,14
a1_0206,A1,erklären,explain,erklären,,verb,,,Kannst du mir das erklären?,14
a1_0207,A1,erlauben,allow,erlauben,,verb,,,Rauchen ist hier nicht erlaubt.,14
a1_0208,A1,"der Erwachsene, -n","the adult, -n","der Erwachsene, -n",der,noun,-n,,Dieser Film ist nur für Erwachsene.,14
a1_0209,A1,erzählen,tell,erzählen,,verb,,,Wir müssen euch etwas erzählen!,14
a1_0210,A1,es,it,es,,word,,,Es regnet.,14
a1_0211,A1,essen,eat,essen,,verb,,,Was gibt es zu essen?,14
a1_0212,A1,das Essen,the food,das Essen,das,noun,,,Das Essen ist heute sehr gut.,14
a1_0213,A1,euer,your,euer,,word,,,Euer Kurs beginnt heute.,14
a1_0214,A1,fahren,drive,fahren,,verb,,,Ich fahre mit dem Auto zur Arbeit.,14
a1_0215,A1,der Fahrer,the driver,der Fahrer,der,noun,,,Bitte nicht mit dem Fahrer sprechen!,14
a1_0216,A1,"die Fahrkarte, -n","the ticket, -n","die Fahrkarte, -n",die,noun,-n,,Hast du schon eine Fahrkarte?,14
a1_0217,A1,"das Fahrrad, -ä, er","the bike, -ä, he","das Fahrrad, -ä, er",das,noun,"-ä, er",,Fährst du mit dem Fahrrad oder mit dem Auto?,14
a1_0218,A1,falsch,incorrect,falsch,,word,,,Das ist falsch.,14
a1_0219,A1,"die Familie, -n","the family, -n","die Familie, -n",die,noun,-n,,Meine Familie lebt in Spanien.,14
a1_0220,A1,der Familienname,the family name,der Familienname,der,noun,,,Meine Familiennamen sind García González.,14
a1_0221,A1,der Familienstand,the marital status,der Familienstand,der,noun,,,Bei „Familienstand“ musst du „ledig“ ankreuzen.,14
a1_0222,A1,"die Farbe, -n","the color, -n","die Farbe, -n",die,noun,-n,,Die Farbe gefällt mir gut.,14
a1_0223,A1,"das Fax, -e","das Fax, -e","das Fax, -e",das,noun,-e,,Schicken Sie uns einfach ein Fax!,14
a1_0224,A1,Feier-,Celebration-,Feier-,,noun,,,"z. || B. || Feierabend, Feiertag Am Montag ist Feiertag.",14
a1_0225,A1,feiern,celebrate,feiern,,verb,,,Wir feiern heute meinen Geburtstag.,14
a1_0226,A1,fehlen,miss,fehlen,,verb,,,"Herr Müller ist nicht da, er fehlt schon seit drei Tagen. || Was fehlt Ihnen?",14
a1_0227,A1,"der Fehler, –","the error, –","der Fehler, –",der,noun,–,,Diesen Fehler mache ich immer.,14
a1_0228,A1,fernsehen,TV,fernsehen,,verb,,,Wollen wir heute Abend mal fernsehen?,14
a1_0229,A1,fertig,complete,fertig,,adjective,,,Bist du fertig? || Ist mein Auto schon fertig?,14
a1_0230,A1,das Feuer,the fire,das Feuer,das,noun,,,Haben Sie Feuer?,14
a1_0231,A1,das Fieber,the fever,das Fieber,das,noun,,,Mein Mann hat noch immer Fieber.,14
a1_0232,A1,"der Film, -e","the film, -e","der Film, -e",der,noun,-e,,Ich möchte gern diesen Film sehen.,14
a1_0233,A1,finden,find,finden,,verb,,,Wir müssen den Schlüssel finden.,14
a1_0234,A1,die Firma,the Company,die Firma,die,noun,,,Er arbeitet jetzt bei einer anderen Firma.,14
a1_0235,A1,213082_20_SV,213082_20_SV,213082_20_SV,,other,,,,14
a1_0236,A1,"der Fisch, -e","the fish, -e","der Fisch, -e",der,noun,-e,,Ich esse gern Fisch. || Fleisch mag ich nicht.,14
a1_0237,A1,"die Flasche, -n","the bottle, -n","die Flasche, -n",die,noun,-n,,"Eine Flasche Bier, bitte.",15
a1_0238,A1,das Fleisch,the meat,das Fleisch,das,noun,,,Fleisch mag ich nicht.,15
a1_0239,A1,fliegen,fly,fliegen,,verb,,,Ich fliege nicht gern. || Deshalb fahre ich mit dem Zug.,15
a1_0240,A1,abfliegen,fly off,abfliegen,,verb,,,Wann fliegst du ab?,15
a1_0241,A1,der Abflug,the departure,der Abflug,der,noun,,,Der Abflug ist um 11.20 Uhr.,15
